name,nationality,club,preferred.foot,position_group,age_group,overall,potential,wage,value
Fabián,Spain,Napoli,Left,MID,21 to 25,81,89,64000,26000000
E. Bailly,Ivory Coast,Manchester United,Right,DEF,21 to 25,81,87,105000,21000000
Dani Ceballos,Spain,Real Madrid,Right,MID,21 to 25,81,88,120000,25000000
H. Lozano,Mexico,PSV,Right,FWD,21 to 25,81,86,22000,24000000
Morales,Spain,Levante UD,Right,FWD,25 to 30,81,81,33000,17000000
J. Seri,Ivory Coast,Fulham,Right,MID,25 to 30,81,82,73000,20000000
M. Politano,Italy,Inter,Left,MID,21 to 25,81,84,57000,22000000
M. Brozović,Croatia,Inter,Right,MID,21 to 25,81,84,64000,18000000
Williams,Spain,Athletic Club de Bilbao,Right,FWD,21 to 25,81,87,31000,24000000
A. Correa,Argentina,Atlético Madrid,Right,MID,21 to 25,81,87,54000,24000000
A. Christensen,Denmark,Chelsea,Right,DEF,21 to 25,81,88,91000,21000000
João Mário,Portugal,Inter,Right,MID,21 to 25,81,84,71000,22000000
T. Strakosha,Albania,Lazio,Right,GK,21 to 25,81,86,36000,17000000
E. Hysaj,Albania,Napoli,Right,DEF,21 to 25,81,86,58000,20000000
P. Zieliński,Poland,Napoli,Right,MID,21 to 25,81,88,64000,24000000
Ricardo Pereira,Portugal,Leicester City,Right,DEF,21 to 25,81,85,64000,19000000
Grimaldo,Spain,SL Benfica,Left,DEF,21 to 25,81,87,14000,20000000
R. Guerreiro,Portugal,Borussia Dortmund,Left,MID,21 to 25,81,86,54000,24000000
A. Doucouré,France,Watford,Right,MID,21 to 25,81,85,60000,19000000
J. Martínez,Venezuela,Atlanta United,Right,FWD,21 to 25,81,84,14000,22000000
C. Bacca,Colombia,Villarreal CF,Right,FWD,31 to 35,81,81,45000,16000000
A. Plea,France,Borussia Mönchengladbach,Right,FWD,21 to 25,81,83,40000,22000000
B. Davies,Wales,Tottenham Hotspur,Left,DEF,21 to 25,81,84,87000,18000000
M. Nastasić,Serbia,FC Schalke 04,Left,DEF,21 to 25,81,84,36000,18000000
A. Milik,Poland,Napoli,Left,FWD,21 to 25,81,88,71000,25000000
M. Sabitzer,Austria,RB Leipzig,Right,MID,21 to 25,81,84,54000,22000000
B. Mendy,France,Manchester City,Left,DEF,21 to 25,81,86,105000,20000000
C. Kramer,Germany,Borussia Mönchengladbach,Right,MID,25 to 30,81,82,35000,17000000
S. Vrsaljko,Croatia,Inter,Right,DEF,25 to 30,81,84,57000,18000000
T. Hazard,Belgium,Borussia Mönchengladbach,Right,FWD,21 to 25,81,83,40000,21000000
K. Bellarabi,Germany,Bayer 04 Leverkusen,Right,MID,25 to 30,81,81,76000,18000000
S. Zaza,Italy,Torino,Left,FWD,25 to 30,81,82,48000,21000000
F. Ghoulam,Algeria,Napoli,Left,DEF,25 to 30,81,82,68000,16000000
B. Lecomte,France,Montpellier HSC,Left,GK,25 to 30,81,84,27000,15000000
J. Iličić,Slovenia,Atalanta,Left,MID,25 to 30,81,81,41000,17000000
K. Volland,Germany,Bayer 04 Leverkusen,Left,FWD,21 to 25,81,83,76000,22000000
Paco Alcácer,Spain,Borussia Dortmund,Right,FWD,21 to 25,81,85,59000,23000000
Vitolo,Spain,Atlético Madrid,Right,MID,25 to 30,81,81,65000,18000000
G. Xhaka,Switzerland,Arsenal,Left,MID,21 to 25,81,84,115000,22000000
D. Tadić,Serbia,Ajax,Left,MID,25 to 30,81,81,26000,17000000
C. Aránguiz,Chile,Bayer 04 Leverkusen,Right,MID,25 to 30,81,81,76000,17000000
S. Verdi,Italy,Napoli,Left,FWD,21 to 25,81,81,77000,19000000
D. Lovren,Croatia,Liverpool,Right,DEF,25 to 30,81,82,115000,16000000
G. Medel,Chile,Beşiktaş JK,Right,DEF,25 to 30,81,81,56000,13000000
X. Shaqiri,Switzerland,Liverpool,Left,MID,25 to 30,81,81,130000,19000000
J. Corona,Mexico,FC Porto,Right,MID,21 to 25,81,83,18000,21000000
A. Areola,France,Paris Saint-Germain,Right,GK,21 to 25,81,85,61000,16000000
K. Vogt,Germany,TSG 1899 Hoffenheim,Right,DEF,25 to 30,81,82,42000,17000000
Ander Herrera,Spain,Manchester United,Right,MID,25 to 30,81,81,140000,17000000
E. Salvio,Argentina,SL Benfica,Right,FWD,25 to 30,81,81,19000,18000000
S. El Shaarawy,Italy,Roma,Right,MID,21 to 25,81,82,77000,21000000
C. Smalling,England,Manchester United,Right,DEF,25 to 30,81,82,130000,16000000
Hulk,Brazil,Shanghai SIPG FC,Left,MID,31 to 35,81,81,25000,15000000
S. Kagawa,Japan,Borussia Dortmund,Right,MID,25 to 30,81,81,65000,17000000
M. Lanzini,Argentina,West Ham United,Right,MID,21 to 25,81,85,90000,23000000
F. Smolov,Russia,Lokomotiv Moscow,Right,FWD,25 to 30,81,81,1000,18000000
L. Stindl,Germany,Borussia Mönchengladbach,Right,FWD,25 to 30,81,81,43000,18000000
O. Toprak,Turkey,Borussia Dortmund,Right,DEF,25 to 30,81,82,59000,16000000
D. Perotti,Argentina,Roma,Right,FWD,25 to 30,81,81,84000,17000000
F. Muslera,Uruguay,Galatasaray SK,Right,GK,31 to 35,81,81,52000,10000000
B. Höwedes,Germany,Lokomotiv Moscow,Right,DEF,25 to 30,81,81,1000,13000000
S. Kjær,Denmark,Sevilla FC,Right,DEF,25 to 30,81,81,23000,14000000
S. Bender,Germany,Bayer 04 Leverkusen,Right,DEF,25 to 30,81,81,69000,14000000
M. Valbuena,France,Fenerbahçe SK,Right,MID,31 to 35,81,81,86000,11000000
Pedro León,Spain,SD Eibar,Right,MID,31 to 35,81,81,32000,15000000
K. Boateng,Ghana,Sassuolo,Right,MID,31 to 35,81,81,65000,15000000
L. Piszczek,Poland,Borussia Dortmund,Right,DEF,31 to 35,81,81,57000,7000000
A. Candreva,Italy,Inter,Right,MID,31 to 35,81,81,74000,15000000
D. Wass,Denmark,Valencia CF,Right,DEF,25 to 30,81,81,46000,17000000
E. Lamela,Argentina,Tottenham Hotspur,Left,MID,25 to 30,81,82,105000,21000000
D. Rose,England,Tottenham Hotspur,Left,DEF,25 to 30,81,81,92000,14000000
C. Vela,Mexico,Los Angeles FC,Left,FWD,25 to 30,81,81,15000,17000000
Renato Augusto,Brazil,Beijing Sinobo Guoan FC,Right,MID,25 to 30,81,81,28000,16000000
A. Valencia,Ecuador,Manchester United,Right,MID,31 to 35,81,81,120000,10000000
L. Fabiański,Poland,West Ham United,Right,GK,31 to 35,81,81,70000,9000000
João Moutinho,Portugal,Wolverhampton Wanderers,Right,MID,31 to 35,81,81,85000,15000000
Borja Valero,Spain,Inter,Right,MID,31 to 35,81,81,74000,11000000
F. Quagliarella,Italy,Sampdoria,Right,FWD,31 to 35,81,81,39000,8000000
B. Gomis,France,Al Hilal,Right,FWD,31 to 35,81,81,56000,14000000
Manuel Fernandes,Portugal,Lokomotiv Moscow,Right,MID,31 to 35,81,81,1000,14000000
H. Herrera,Mexico,FC Porto,Right,MID,25 to 30,81,81,20000,17000000
Raffael,Brazil,Borussia Mönchengladbach,Right,FWD,31 to 35,81,81,41000,11000000
Nani,Portugal,Sporting CP,Right,MID,31 to 35,81,81,19000,15000000
J. Milner,England,Liverpool,Right,MID,31 to 35,81,81,120000,13000000
J. Mathieu,France,Sporting CP,Left,DEF,31 to 35,81,81,18000,5000000
Joaquín,Spain,Real Betis,Right,FWD,Over 35,81,81,24000,6000000
M. Gómez,Uruguay,RC Celta,Right,FWD,21 to 25,80,85,25000,20000000
K. Havertz,Germany,Bayer 04 Leverkusen,Left,MID,20 and under,80,89,32000,22000000
T. Ndombele,France,Olympique Lyonnais,Right,MID,21 to 25,80,89,51000,22000000
H. Aouar,France,Olympique Lyonnais,Right,MID,20 and under,80,90,51000,23000000
Carlos Soler,Spain,Valencia CF,Right,MID,21 to 25,80,87,31000,21000000
Odriozola,Spain,Real Madrid,Right,DEF,21 to 25,80,88,115000,18000000
M. Almirón,Paraguay,Atlanta United,Left,MID,21 to 25,80,84,11000,19000000
Welington Dano,Brazil,Cruzeiro,Left,DEF,25 to 30,80,80,34000,10000000
Everton Andrão,Brazil,Fluminense,Right,MID,31 to 35,80,80,34000,4000000
Oyarzabal,Spain,Real Sociedad,Left,MID,21 to 25,80,87,29000,21000000
F. Balbuena,Paraguay,West Ham United,Right,DEF,25 to 30,80,83,80000,15000000
M. Marega,Mali,FC Porto,Right,FWD,25 to 30,80,80,19000,16000000
B. Pavard,France,VfB Stuttgart,Right,DEF,21 to 25,80,86,33000,17000000
W. Ndidi,Nigeria,Leicester City,Right,MID,21 to 25,80,85,50000,17000000
A. Onana,Cameroon,Ajax,Right,GK,21 to 25,80,85,14000,14000000
G. Lo Celso,Argentina,Real Betis,Left,MID,21 to 25,80,86,72000,20000000
M. Acuña,Argentina,Sporting CP,Left,DEF,25 to 30,80,80,16000,12000000
Rúben Neves,Portugal,Wolverhampton Wanderers,Right,MID,21 to 25,80,87,59000,20000000
Mariano,Dominican Republic,Real Madrid,Right,FWD,21 to 25,80,85,140000,20000000
Raúl,Brazil,SC Braga,Left,DEF,25 to 30,80,80,19000,12000000
M. Caldara,Italy,Milan,Right,DEF,21 to 25,80,86,73000,17000000
M. Vecino,Uruguay,Inter,Right,MID,25 to 30,80,81,63000,14000000
T. Bakayoko,France,Milan,Right,MID,21 to 25,80,85,85000,17000000
M. Dahoud,Germany,Borussia Dortmund,Right,MID,21 to 25,80,86,50000,20000000
Rafa,Portugal,SL Benfica,Right,FWD,21 to 25,80,83,17000,18000000
K. Baldé,Senegal,Inter,Right,MID,21 to 25,80,85,65000,20000000
G. Rulli,Argentina,Real Sociedad,Right,GK,25 to 30,80,85,26000,14000000
F. Armani,Argentina,River Plate,Right,GK,31 to 35,80,80,22000,9000000
Rony Lopes,Portugal,AS Monaco,Left,MID,21 to 25,80,85,65000,20000000
Santi Mina,Spain,Valencia CF,Right,FWD,21 to 25,80,85,40000,20000000
K. Demirbay,Germany,TSG 1899 Hoffenheim,Left,MID,21 to 25,80,84,37000,19000000
Gayà,Spain,Valencia CF,Left,DEF,21 to 25,80,85,33000,16000000
André Gomes,Portugal,Everton,Right,MID,21 to 25,80,85,130000,19000000
N. Tagliafico,Argentina,Ajax,Left,DEF,21 to 25,80,82,20000,15000000
M. Sanson,France,Olympique de Marseille,Right,MID,21 to 25,80,85,47000,19000000
Pacheco,Spain,Deportivo Alavés,Left,GK,25 to 30,80,83,23000,13000000
E. Can,Germany,Juventus,Right,MID,21 to 25,80,85,91000,19000000
H. Çalhanoğlu,Turkey,Milan,Right,MID,21 to 25,80,84,89000,19000000
M. Ginter,Germany,Borussia Mönchengladbach,Right,DEF,21 to 25,80,82,28000,15000000
M. Keane,England,Everton,Right,DEF,21 to 25,80,83,88000,15000000
L. Paredes,Argentina,,Right,MID,21 to 25,80,85,0,0
T. Stepanenko,Ukraine,Shakhtar Donetsk,Left,MID,25 to 30,80,80,1000,12000000
L. Shaw,England,Manchester United,Left,DEF,21 to 25,80,85,96000,16000000
Z. Feddal,Morocco,Real Betis,Left,DEF,25 to 30,80,80,29000,12000000
S. Haller,France,Eintracht Frankfurt,Right,FWD,21 to 25,80,83,41000,19000000
Bernard,Brazil,Everton,Right,MID,21 to 25,80,81,97000,17000000
T. Inui,Japan,Real Betis,Right,MID,25 to 30,80,80,30000,14000000
Portu,Spain,Girona FC,Right,MID,25 to 30,80,81,37000,17000000
M. Batshuayi,Belgium,Valencia CF,Right,FWD,21 to 25,80,84,105000,19000000
E. Zahavi,Israel,Guangzhou R&F; FC,Right,FWD,25 to 30,80,80,24000,14000000
T. Vaclík,Czech Republic,Sevilla FC,Right,GK,25 to 30,80,81,17000,11000000
N. Pope,England,Burnley,Right,GK,25 to 30,80,83,48000,13000000
Héctor Bellerín,Spain,Arsenal,Right,DEF,21 to 25,80,85,85000,16000000
P. Kadeřábek,Czech Republic,TSG 1899 Hoffenheim,Right,DEF,25 to 30,80,81,39000,14000000
J. Butland,England,Stoke City,Right,GK,21 to 25,80,85,39000,14000000
J. Vestergaard,Denmark,Southampton,Right,DEF,21 to 25,80,81,51000,14000000
J. Tarkowski,England,Burnley,Right,DEF,21 to 25,80,83,56000,15000000
Deulofeu,Spain,Watford,Right,FWD,21 to 25,80,82,56000,18000000
E. Dier,England,Tottenham Hotspur,Right,MID,21 to 25,80,84,73000,16000000
J. Murillo,Colombia,Valencia CF,Right,DEF,25 to 30,80,84,38000,16000000
M. Badelj,Croatia,Lazio,Right,MID,25 to 30,80,80,53000,11000000
Ismaily,Brazil,Shakhtar Donetsk,Left,DEF,25 to 30,80,80,1000,11000000
N. Schulz,Germany,TSG 1899 Hoffenheim,Left,DEF,21 to 25,80,81,37000,14000000
L. Digne,France,Everton,Left,DEF,21 to 25,80,84,79000,16000000
M. Uth,Germany,FC Schalke 04,Left,FWD,25 to 30,80,81,42000,17000000
Cristian Tello,Spain,Real Betis,Right,MID,25 to 30,80,80,30000,16000000
D. Vida,Croatia,Beşiktaş JK,Right,DEF,25 to 30,80,80,55000,11000000
L. Muriel,Colombia,Sevilla FC,Right,FWD,25 to 30,80,81,24000,17000000
V. Aboubakar,Cameroon,FC Porto,Right,FWD,25 to 30,80,82,19000,18000000
A. Oxlade-Chamberlain,England,Liverpool,Right,MID,21 to 25,80,85,94000,19000000
S. Aurier,Ivory Coast,Tottenham Hotspur,Right,DEF,21 to 25,80,83,82000,15000000
J. Matip,Cameroon,Liverpool,Right,DEF,25 to 30,80,82,99000,15000000
Y. Rakitskyi,Ukraine,Shakhtar Donetsk,Left,DEF,25 to 30,80,80,1000,12000000
Sergi Enrich,Spain,SD Eibar,Right,FWD,25 to 30,80,80,34000,15000000
A. Yarmolenko,Ukraine,West Ham United,Left,MID,25 to 30,80,80,92000,15000000
Hugo Mallo,Spain,RC Celta,Right,DEF,25 to 30,80,81,27000,13000000
André Almeida,Portugal,SL Benfica,Right,DEF,25 to 30,80,80,15000,12000000
D. Didavi,Germany,VfB Stuttgart,Left,MID,25 to 30,80,80,44000,15000000
R. Rodríguez,Switzerland,Milan,Left,DEF,21 to 25,80,83,81000,15000000
R. Pereyra,Argentina,Watford,Right,MID,25 to 30,80,80,65000,15000000
Mario Gaspar,Spain,Villarreal CF,Right,DEF,25 to 30,80,80,35000,12000000
Maicon,Brazil,Galatasaray SK,Right,DEF,25 to 30,80,80,63000,11000000
D. Blind,Netherlands,Ajax,Left,DEF,25 to 30,80,80,22000,12000000
J. Zoet,Netherlands,PSV,Right,GK,25 to 30,80,83,16000,12000000
A. Ljajić,Serbia,Beşiktaş JK,Right,MID,25 to 30,80,81,52000,17000000
Canales,Spain,Real Betis,Left,MID,25 to 30,80,80,30000,15000000
Iago Falqué,Spain,Torino,Left,FWD,25 to 30,80,80,59000,15000000
L. de Jong,Netherlands,PSV,Right,FWD,25 to 30,80,80,23000,16000000
Guaita,Spain,Crystal Palace,Right,GK,31 to 35,80,80,48000,9000000
Muniain,Spain,Athletic Club de Bilbao,Right,MID,21 to 25,80,83,31000,18000000
Susaeta,Spain,Athletic Club de Bilbao,Right,FWD,25 to 30,80,80,33000,14000000
S. Rudy,Germany,FC Schalke 04,Right,MID,25 to 30,80,80,37000,12000000
K. Trapp,Germany,Eintracht Frankfurt,Right,GK,25 to 30,80,81,61000,11000000
V. Wanyama,Kenya,Tottenham Hotspur,Right,MID,25 to 30,80,82,86000,14000000
N. Nkoulou,Cameroon,Torino,Right,DEF,25 to 30,80,80,50000,12000000
R. Boudebouz,Algeria,Real Betis,Left,MID,25 to 30,80,80,31000,15000000
Camacho,Spain,VfL Wolfsburg,Right,MID,25 to 30,80,81,51000,13000000
S. Ulreich,Germany,FC Bayern München,Right,GK,25 to 30,80,80,61000,10000000
M. Musacchio,Argentina,Milan,Right,DEF,25 to 30,80,80,85000,12000000
C. Stuani,Uruguay,Girona FC,Right,FWD,31 to 35,80,80,41000,13000000
P. Gulácsi,Hungary,RB Leipzig,Right,GK,25 to 30,80,80,45000,10000000
Bruno,Spain,Villarreal CF,Left,MID,31 to 35,80,80,39000,7000000
F. Delph,England,Manchester City,Left,DEF,25 to 30,80,80,120000,11000000
A. Lallana,England,Liverpool,Right,MID,25 to 30,80,80,110000,13000000
Marcelo,Brazil,Olympique Lyonnais,Right,DEF,31 to 35,80,80,64000,10000000
S. Coleman,Republic of Ireland,Everton,Right,DEF,25 to 30,80,80,97000,11000000
Alexandre Pato,Brazil,Tianjin Quanjian FC,Right,FWD,25 to 30,80,80,35000,15000000
Antunes,Portugal,Getafe CF,Left,DEF,31 to 35,80,80,27000,9000000
Nacho Monreal,Spain,Arsenal,Left,DEF,31 to 35,80,80,99000,8000000
Beñat,Spain,Athletic Club de Bilbao,Right,MID,31 to 35,80,80,30000,12000000
A. Fernández,Argentina,Beijing Renhe FC,Right,MID,31 to 35,80,80,20000,11000000
K. Gameiro,France,Valencia CF,Right,FWD,31 to 35,80,80,45000,13000000
I. Piatti,Argentina,Montreal Impact,Right,FWD,31 to 35,80,80,13000,9000000
V. Birsa,Slovenia,Chievo Verona,Left,MID,31 to 35,80,80,23000,13000000
S. Romero,Argentina,Manchester United,Right,GK,31 to 35,80,80,91000,9000000
D. Criscito,Italy,Genoa,Left,DEF,31 to 35,80,80,21000,10000000
D. Valeri,Argentina,Portland Timbers,Right,FWD,31 to 35,80,80,12000,11000000
D. Sturridge,England,Liverpool,Left,FWD,25 to 30,80,80,125000,15000000
Raúl García,Spain,Athletic Club de Bilbao,Right,MID,31 to 35,80,80,30000,13000000
S. Defour,Belgium,Burnley,Right,MID,25 to 30,80,80,65000,13000000
M. Škrtel,Slovakia,Fenerbahçe SK,Right,DEF,31 to 35,80,80,68000,6000000
S. Radu,Romania,Lazio,Left,DEF,31 to 35,80,80,51000,10000000
G. Cahill,England,Chelsea,Right,DEF,31 to 35,80,80,99000,8000000
L. Diarra,France,Paris Saint-Germain,Right,MID,31 to 35,80,80,75000,6000000
L. Perrin,France,AS Saint-Étienne,Right,DEF,31 to 35,80,80,37000,8000000
Dante,Brazil,OGC Nice,Left,DEF,31 to 35,80,80,37000,4000000
A. Granqvist,Sweden,,Right,DEF,31 to 35,80,80,0,0
A. Gignac,France,Tigres U.A.N.L.,Right,FWD,31 to 35,80,80,70000,12000000
M. Gómez,Germany,VfB Stuttgart,Right,FWD,31 to 35,80,80,46000,12000000
I. Akinfeev,Russia,PFC CSKA Moscow,Right,GK,31 to 35,80,80,1000,8000000
I. Denisov,Russia,Lokomotiv Moscow,Right,MID,31 to 35,80,80,1000,4000000
Juanfran,Spain,Atlético Madrid,Right,DEF,31 to 35,80,80,53000,5000000
Diego López,Spain,RCD Espanyol,Right,GK,Over 35,80,80,17000,2000000
Santi Cazorla,Spain,Villarreal CF,Right,MID,31 to 35,80,80,39000,8000000
Jesús Navas,Spain,Sevilla FC,Right,MID,31 to 35,80,80,22000,11000000
J. Mascherano,Argentina,Hebei China Fortune FC,Right,MID,31 to 35,80,80,20000,4000000
A. Mirante,Italy,Roma,Right,GK,31 to 35,80,80,51000,6000000
D. Srna,Croatia,Cagliari,Right,DEF,Over 35,80,80,27000,1000000
B. Schweinsteiger,Germany,Chicago Fire,Right,DEF,31 to 35,80,80,11000,6000000
Moyá,Spain,Real Sociedad,Right,GK,31 to 35,80,80,26000,6000000
W. Rooney,England,DC United,Right,FWD,31 to 35,80,80,13000,12000000
Fernando Torres,Spain,Sagan Tosu,Right,FWD,31 to 35,80,80,10000,8000000
S. Sorrentino,Italy,Chievo Verona,Right,GK,Over 35,80,80,10000,1000000
V. Tsygankov,Ukraine,Dynamo Kyiv,Left,MID,20 and under,79,86,1000,18000000
Rúben Dias,Portugal,SL Benfica,Right,DEF,21 to 25,79,85,10000,15000000
David Neres,Brazil,Ajax,Left,FWD,21 to 25,79,86,18000,18000000
Raphinha,Brazil,Sporting CP,Left,MID,21 to 25,79,86,13000,18000000
A. Harit,Morocco,FC Schalke 04,Right,MID,21 to 25,79,86,27000,18000000
Richarlison,Brazil,Everton,Right,FWD,21 to 25,79,86,79000,18000000
L. Martínez,Argentina,Inter,Right,FWD,20 and under,79,86,54000,18000000
F. Kessié,Ivory Coast,Milan,Right,MID,21 to 25,79,88,24000,19000000
Luimo Boas Santos,Brazil,Santos,Right,FWD,25 to 30,79,79,26000,12000000
Gabri Prestão,Brazil,Internacional,Right,GK,25 to 30,79,79,24000,9000000
Melvin Parrela,Brazil,América FC (Minas Gerais),Right,MID,25 to 30,79,79,20000,9000000
Antônio Chiamuloira,Brazil,Internacional,Left,DEF,25 to 30,79,79,30000,9000000
Maikel Catarino,Brazil,Atlético Mineiro,Right,DEF,31 to 35,79,79,38000,3000000
A. Lunev,Russia,,Right,GK,25 to 30,79,81,0,0
André Silva,Portugal,Sevilla FC,Right,FWD,21 to 25,79,87,84000,19000000
C. Pulisic,United States,Borussia Dortmund,Right,MID,20 and under,79,87,26000,18000000
M. Dmitrović,Serbia,SD Eibar,Left,GK,25 to 30,79,80,21000,10000000
L. Tousart,France,Olympique Lyonnais,Right,MID,21 to 25,79,84,43000,14000000
Marcos Llorente,Spain,Real Madrid,Right,MID,21 to 25,79,87,110000,16000000
B. Verbič,Slovenia,Dynamo Kyiv,Right,MID,21 to 25,79,81,1000,15000000
S. Bergwijn,Netherlands,PSV,Right,FWD,20 and under,79,86,17000,18000000
A. Diallo,France,Borussia Dortmund,Left,DEF,21 to 25,79,86,43000,15000000
A. Golovin,Russia,AS Monaco,Right,MID,21 to 25,79,85,61000,17000000
M. Campaña,Uruguay,Independiente,Right,GK,25 to 30,79,80,21000,10000000
C. Pavón,Argentina,Boca Juniors,Right,FWD,21 to 25,79,85,27000,17000000
K. Toko-Ekambi,Cameroon,Villarreal CF,Right,FWD,21 to 25,79,80,38000,15000000
Granell,Spain,Girona FC,Left,DEF,25 to 30,79,79,37000,12000000
F. Cervi,Argentina,SL Benfica,Left,FWD,21 to 25,79,84,15000,17000000
J. Weigl,Germany,Borussia Dortmund,Right,MID,21 to 25,79,84,43000,14000000
V. Lindelöf,Sweden,Manchester United,Right,DEF,21 to 25,79,85,91000,14000000
A. Rebić,Croatia,Eintracht Frankfurt,Right,MID,21 to 25,79,82,39000,16000000
A. Sanabria,Paraguay,Real Betis,Right,FWD,21 to 25,79,85,27000,17000000
R. Battaglia,Argentina,Sporting CP,Right,MID,25 to 30,79,80,17000,14000000
M. Philipp,Germany,Borussia Dortmund,Right,FWD,21 to 25,79,84,53000,17000000
A. Saint-Maximin,France,OGC Nice,Right,FWD,21 to 25,79,86,31000,18000000
D. Zappacosta,Italy,Chelsea,Right,DEF,25 to 30,79,81,94000,12000000
L. Alario,Argentina,Bayer 04 Leverkusen,Right,FWD,21 to 25,79,82,67000,16000000
D. Benedetto,Argentina,Boca Juniors,Right,FWD,25 to 30,79,79,32000,13000000
I. Marcone,Argentina,Cruz Azul,Right,MID,25 to 30,79,80,31000,11000000
J. Gbamin,Ivory Coast,1. FSV Mainz 05,Right,MID,21 to 25,79,84,26000,14000000
J. Lerma,Colombia,Bournemouth,Right,MID,21 to 25,79,84,55000,14000000
Ricardo Horta,Portugal,SC Braga,Right,MID,21 to 25,79,84,16000,17000000
R. Zobnin,Russia,Spartak Moscow,Right,MID,21 to 25,79,86,1000,15000000
M. Meyer,Germany,Crystal Palace,Right,MID,21 to 25,79,83,53000,16000000
Bruma,Portugal,RB Leipzig,Right,FWD,21 to 25,79,83,48000,16000000
R. Centurión,Argentina,Racing Club,Right,MID,21 to 25,79,81,25000,15000000
Jonny,Spain,Wolverhampton Wanderers,Right,DEF,21 to 25,79,83,43000,13000000
Otávio,Brazil,FC Porto,Right,MID,21 to 25,79,85,15000,17000000
J. Hofmann,Germany,Borussia Mönchengladbach,Right,MID,21 to 25,79,80,32000,15000000
N. Aké,Netherlands,Bournemouth,Left,DEF,21 to 25,79,84,55000,14000000
J. Hector,Germany,1. FC Köln,Left,DEF,25 to 30,79,79,26000,10000000
S. Kolašinac,Bosnia Herzegovina,Arsenal,Left,DEF,21 to 25,79,82,89000,13000000
G. Pizarro,Argentina,Tigres U.A.N.L.,Right,MID,25 to 30,79,79,58000,10000000
Roger,Spain,Levante UD,Right,FWD,25 to 30,79,80,32000,14000000
Sergio Rico,Spain,Fulham,Right,GK,21 to 25,79,83,13000,11000000
L. Milivojević,Serbia,Crystal Palace,Right,MID,25 to 30,79,81,56000,12000000
D. Baselli,Italy,Torino,Right,MID,25 to 30,79,82,49000,15000000
K. Rekik,Netherlands,Hertha BSC,Left,DEF,21 to 25,79,83,26000,14000000
Denis Suárez,Spain,FC Barcelona,Right,MID,21 to 25,79,86,120000,17000000
W. Orban,Hungary,RB Leipzig,Right,DEF,21 to 25,79,81,48000,13000000
Mário Rui,Portugal,Napoli,Left,DEF,25 to 30,79,80,60000,11000000
Iñigo Martínez,Spain,Athletic Club de Bilbao,Left,DEF,25 to 30,79,80,26000,12000000
K. Zouma,France,Everton,Right,DEF,21 to 25,79,83,80000,14000000
Roque Mesa,Spain,Sevilla FC,Right,MID,25 to 30,79,79,20000,10000000
J. Brooks,United States,VfL Wolfsburg,Left,DEF,21 to 25,79,84,44000,14000000
L. Karius,Germany,Beşiktaş JK,Right,GK,21 to 25,79,83,71000,11000000
Zé Luís,Cape Verde,Spartak Moscow,Left,FWD,25 to 30,79,80,1000,14000000
D. Klaassen,Netherlands,SV Werder Bremen,Right,MID,21 to 25,79,81,32000,15000000
M. Elyounoussi,Norway,Southampton,Right,MID,21 to 25,79,85,48000,17000000
L. Bittencourt,Germany,TSG 1899 Hoffenheim,Right,MID,21 to 25,79,82,35000,16000000
